NatDex;Pokemon;HP;Atk;Def;SpA;SpD;Spe;Total;Type I;Type II;Ability I;Ability II;Hidden Ability;EV Worth;Gender;Egg Group I;Egg Group II;Catch;Evolve;
884;Duraludon;70;95;115;120;50;85;535.0;Steel;Dragon;Light Metal;Heavy Metal;Stalwart;2 SpA;Neutral;Mineral;Dragon;45;N;
885;Dreepy;28;60;30;40;30;82;270.0;Dragon;Ghost;Clear Body;Infiltrator;Cursed Body;1 Spd;Neutral;Amorphous;Dragon;45;N/A;
886;Drakloak;68;80;50;60;50;102;410.0;Dragon;Ghost;Clear Body;Infiltrator;Cursed Body;2 Spd;Neutral;Amorphous;Dragon;45;Level 50;
887;Dragapult;88;120;75;100;75;142;600.0;Dragon;Ghost;Clear Body;Infiltrator;Cursed Body;3 Spd;Neutral;Amorphous;Dragon;45;Level 60;
888;Zacian (H);92;120;115;80;115;138;660.0;Fairy;N/A;Intrepid Sword;N/A;N/A;3 Spd;N/A;-;N/A;10;N;
888;Zacian Crowned;92;150;115;80;115;148;700.0;Fairy;Steel;Intrepid Sword;N/A;N/A;3 Spd;F (100%);N/A;N/A;N/A;N;
889;Zamazenta (H);92;120;115;80;115;138;660.0;Fighting;N/A;Dauntless Shield;N/A;N/A;3 Spd;N/A;-;N/A;10;N;
889;Zamazenta Crowned;92;120;140;80;140;128;700.0;Fighting;Steel;Dauntless Shield;N/A;N/A;3 Spd;N/A;N/A;N/A;N/A;N;
890;Eternamax;255;115;250;125;250;130;1125.0;Poison;Dragon;Pressure;N/A;N/A;3 HP;N/A;N/A;N/A;N/A;N;
890;Eternatus;140;85;95;145;95;130;690.0;Poison;Dragon;Pressure;N/A;N/A;3 HP;N/A;-;N/A;255;N;
891;Kubfu;60;90;60;53;50;72;385.0;Fighting;N/A;Inner Focus;N/A;N/A;1 Atk;M (87.5%);-;N/A;3;N/A;
892;RS Urshifu;100;130;100;63;60;97;550.0;Water;Fighting;Unseen Fist;N/A;N/A;3 Atk;N/A;N/A;N/A;N/A;Level 30, Water Scroll;
892;Urshifu SS;100;130;100;63;60;97;550.0;Fighting;Dark;Unseen Fist;N/A;N/A;3 Atk;M (87.5%);-;N/A;3;Level 30, Darkness Scroll;
893;Zarude;105;120;105;70;95;105;600.0;Grass;N/A;Leaf Guard;N/A;N/A;3 Atk;N/A;-;N/A;3;N;
894;Regieleki;80;100;50;100;50;200;580.0;Electric;N/A;Transistor;N/A;N/A;3 Spd;N/A;-;N/A;3;N;
895;Regidrago;200;100;50;100;50;80;580.0;Dragon;N/A;Dragon's Maw;N/A;N/A;3 HP;N/A;-;N/A;3;N;
896;Glastrier;100;145;130;65;110;30;580.0;Ice;N/A;Chilling Neigh;N/A;N/A;3 Atk;N/A;-;N/A;3;N;
897;Spectrier;100;65;60;145;80;130;580.0;Ghost;N/A;Grim Neigh;N/A;N/A;3 SpA;N/A;-;N/A;3;N;
898;Calyrex;100;80;80;80;80;80;500.0;Grass;Psychic;Unnerve;N/A;N/A;3 HP;N/A;-;N/A;3;N;
898;IR Calyrex;100;165;150;85;130;50;680.0;Psychic;Ice;As One;N/A;N/A;3 Atk;N/A;N/A;N/A;N/A;N;
898;SR Calyrex;100;85;80;165;100;150;680.0;Psychic;Ghost;As One;N/A;N/A;3 SpA;N/A;N/A;N/A;N/A;N;
899;Wyrdeer;103;105;72;105;75;65;525.0;Normal;Psychic;Intimidate;Frisk;Sap Sipper;1 Atk;Neutral;Field;N/A;?;Agile Psyshield Bash x20;
900;Kleavor;70;130;95;45;75;85;500.0;Bug;Rock;Swarm;Sheer Force;Sharpness;2 Atk;Neutral;Bug;N/A;?;Black Augerite;
901;Ursaluna;130;140;105;45;80;50;550.0;Normal;Ground;Guts;Bulletproof;Unnerve;3 Atk;Neutral;Field;N/A;?;Peat Block, Full Moon;
902;FBasculegion;120;92;65;100;75;78;530.0;Water;Ghost;Rattled;Adaptability;Mold Breaker;2 HP;F (100%);N/A;N/A;N/A;F, Recoil 294 HP w/out Faint;
902;MBasculegion;120;112;65;80;75;78;530.0;Water;Ghost;Rattled;Adaptability;Mold Breaker;2 HP;M (100%);Water 2;N/A;?;M, Recoil 294 HP w/out Faint;
903;Sneasler;80;130;60;40;80;120;510.0;Poison;Fighting;Pressure;N/A;Poison Touch;1 Atk, 1 Spd;Neutral;Field;N/A;?;Razor Claw during the Day;
904;Overqwil;85;115;95;65;65;85;510.0;Poison;Dark;Poison Point;Swift Swim;Intimidate;1 Atk;Neutral;Water 2;N/A;?;Strong Barb Barrage x20;
905;Enamorus;74;115;70;135;80;106;580.0;Fairy;Flying;Healer;N/A;Contrary;3 Spa;F (100%);-;N/A;?;N;
905;T Enamorous;74;115;110;135;100;46;580.0;Fairy;Flying;Overcoat;N/A;N/A;3 Atk;F (100%);N/A;N/A;N/A;N;
906;Sprigatito;40;61;54;45;45;65;310.0;Grass;N/A;Overgrow;N/A;Protean;1 Spd;M (87.5%);Field;Grass;45;N/A;
907;Floragato;61;80;63;60;63;83;410.0;Grass;N/A;Overgrow;N/A;Protean;2 Spd;M (87.5%);Field;Grass;45;Level 16;
908;Meowscarada;76;110;70;81;70;123;530.0;Grass;Dark;Overgrow;N/A;Protean;3 Spd;M (87.5%);Field;Grass;45;Level 36;
909;Fuecoco;67;45;59;63;43;36;313.0;Fire;N/A;Blaze;N/A;Unaware;1 HP;M (87.5%);Field;N/A;45;N/A;
910;Crocalor;81;55;78;90;58;49;411.0;Fire;N/A;Blaze;N/A;Unaware;2 SpA;M (87.5%);Field;N/A;45;Level 16;
911;Skeledirge;104;75;100;100;76;66;521.0;Fire;Ghost;Blaze;N/A;Unaware;3 SpA;M (87.5%);Field;N/A;45;Level 36;
912;Quaxly;55;65;45;50;45;50;310.0;Water;N/A;Torrent;N/A;Moxie;1 Atk;M (87.5%);Flying;Water 1;45;N/A;
913;Quaxwell;70;85;65;65;60;65;410.0;Water;N/A;Torrent;N/A;Moxie;2 Atk;M (87.5%);Flying;Water 1;45;Level 16;
914;Quaquaval;85;120;80;85;75;85;530.0;Water;Fighting;Torrent;N/A;Moxie;3 Atk;M (87.5%);Flying;Water 1;45;Level 36;
915;Lechonk;54;45;40;35;45;35;254.0;Normal;N/A;Aroma Veil;Gluttony;Thick Fat;1 HP;Neutral;Field;N/A;255;N/A;
916;Oinkologne-F;115;90;70;59;90;65;489.0;Normal;N/A;Aroma Veil;Gluttony;Thick Fat;2 HP;F (100%);N/A;N/A;N/A;Level 18, Female;
916;Oinkologne-M;110;100;75;59;80;65;489.0;Normal;N/A;Lingering Aroma;Gluttony;Thick Fat;2 HP;M (100%);Field;N/A;100;Level 18, Male;
917;Tarountula;35;41;45;29;40;20;210.0;Bug;N/A;Insomnia;N/A;Stakeout;1 Def;Neutral;Bug;N/A;255;N/A;
918;Spidops;60;79;92;52;86;35;404.0;Bug;N/A;Insomnia;N/A;Stakeout;2 Def;Neutral;Bug;N/A;120;Level 15;
919;Nymble;33;46;40;21;25;45;210.0;Bug;N/A;Swarm;N/A;Tinted Lens;1 Atk;Neutral;Bug;N/A;190;N/A;
920;Lokix;71;102;78;52;55;92;450.0;Bug;Dark;Swarm;N/A;Tinted Lens;2 Atk;Neutral;Bug;N/A;30;Level 24;
921;Pawmi;45;50;20;40;25;60;240.0;Electric;N/A;Static;Natural Cure;Iron Fist;1 Spd;Neutral;Field;N/A;190;N/A;
922;Pawmo;60;75;40;50;40;85;350.0;Electric;Fighting;Volt Absorb;Natural Cure;Iron Fist;2 Spd;Neutral;Field;N/A;80;Level 18;
923;Pawmot;70;115;70;70;60;105;490.0;Electric;Fighting;Volt Absorb;Natural Cure;Iron Fist;3 Atk;Neutral;Field;N/A;45;Let's Go, 1000 Steps;
924;Tandemaus;50;50;45;40;45;75;305.0;Normal;N/A;Run Away;Pickup;Own Tempo;1 Spd;N/A;Field;Fairy;150;N/A;
925;Maushold;74;75;70;65;75;111;470.0;Normal;N/A;Friend Huard;Cheek Pouch;Technician;2 Spd;N/A;Field;Fairy;75;Level 25;
926;Fidough;37;55;70;30;55;65;312.0;Fairy;N/A;Own Tempo;N/A;Klutz;1 Spd;Neutral;Field;Mineral;190;N/A;
927;Dashbun;57;80;115;50;80;95;477.0;Fairy;N/A;Well-Baked Body;N/A;Aroma Veil;2 Spd;Neutral;Field;Mineral;90;Level 26;
928;Smoliv;41;35;45;58;51;30;260.0;Grass;Normal;Early Bird;N/A;Harvest;1 SpA;Neutral;Grass;N/A;255;N/A;
929;Dolliv;52;53;60;78;78;33;354.0;Grass;Normal;Early Bird;N/A;Harvest;2 SpA;Neutral;Grass;N/A;120;Level 25;
931;Squawkabilly;82;96;51;45;51;92;417.0;Normal;Flying;Intimidate;Hustle;Sheer Force;1 Atk;Neutral;Flying;N/A;190;N;
932;Nacli;55;55;75;35;35;28;283.0;Rock;N/A;Purifying Salt;Sturdy;Clear Body;1 Def;Neutral;Mineral;N/A;255;N/A;
933;Naclstack;60;60;100;35;65;35;355.0;Rock;N/A;Purifying Salt;Sturdy;Clear Body;2 Def;Neutral;Mineral;N/A;120;Level 24;
934;Gargancl;100;100;130;45;90;35;500.0;Rock;N/A;Purifying Salt;Sturdy;Clear Body;3 Def;Neutral;Mineral;N/A;45;Level 38;
934;Palafin - Hero;100;160;97;106;87;100;650.0;Water;N/A;Zero to Hero;N/A;N/A;2 HP;Neutral;N/A;N/A;N/A;Multiplayer, Following, level out while other player has Finizen out.;
935;Charcadet;40;50;40;50;40;35;255.0;Fire;N/A;Flash Fire;N/A;Flame Body;1 SpA;Neutral;Human-Like;N/A;90;N/A;
936;Armarouge;85;60;100;125;80;75;525.0;Fire;Psychic;Flash Fire;N/A;Flame Body;2 SpA;Neutral;Human-Like;N/A;25;Auspicious Armor;
937;Ceruledge;75;125;80;60;100;85;525.0;Fire;Ghost;Flash Fire;N/A;Flame Body;2 Atk;Neutral;Human-Like;N/A;25;Malicious Armor;
938;Tadbulb;61;31;41;59;35;45;272.0;Electric;N/A;Own Tempo;Static;Damp;1 HP;Neutral;Water 1;N/A;190;N/A;
939;Bellibolt;109;64;91;103;83;45;495.0;Electric;N/A;Electromorphosis;Static;Damp;2 HP;Neutral;Water 1;N/A;50;Thunder Stone;
940;Wattrel;40;40;35;55;40;70;280.0;Flying;Electric;Wind Power;Volt Absorb;Competitive;1 Spd;Neutral;Water 1;Flying;180;N/A;
941;Kilowattrel;70;70;60;105;60;125;490.0;Flying;Electric;Wind Power;Volt Absorb;Competitive;2 Spd;Neutral;Water 1;Flying;90;Level 25;
942;Maschiff;60;78;60;40;51;51;340.0;Dark;N/A;Intimidate;Run Away;Stakeout;1 Atk;Neutral;Field;N/A;150;N/A;
943;Mabosstiff;80;120;90;60;70;85;505.0;Dark;N/A;Intimidate;Guard Dog;Stakeout;2 Atk;Neutral;Field;N/A;75;Level 30;
944;Shroodle;40;65;35;40;35;75;290.0;Poison;Normal;Unburden;Pickpocket;Prankster;1 Spd;Neutral;Field;N/A;190;N/A;
945;Grafaiai;63;95;65;80;72;110;485.0;Poison;Normal;Unburden;Pickpocket;Prankster;2 Spd;Neutral;Field;N/A;90;Level 28;
946;Bramblin;40;65;30;45;35;60;275.0;Grass;Ghost;Wind Rider;N/A;Infiltrator;1 Atk;Neutral;Grass;N/A;190;N/A;
947;Brambleghast;55;115;70;80;70;90;480.0;Grass;Ghost;Wind Rider;N/A;Infiltrator;2 Atk;Neutral;Grass;N/A;45;Let's Go, 1000 Steps;
948;Toedscool;40;40;35;50;100;70;335.0;Grass;Ground;Mycelium Might;N/A;N/A;1 SpD;Neutral;Grass;N/A;190;N/A;
949;Toedscruel;80;70;65;80;120;100;515.0;Grass;Ground;Mycelium Might;N/A;N/A;2 SpD;Neutral;Grass;N/A;90;Level 30;
950;Klawf;70;100;115;35;35;25;380.0;Rock;N/A;Anger Shell;Shell Armor;Regenerator;2 Def;Neutral;Water 3;N/A;120;N;
951;Capsakid;50;62;40;62;40;50;304.0;Grass;Fire;Chlorophyll;Insomnia;Klutz;1 Atk;Neutral;Grass;N/A;190;N/A;
952;Mega Scovillain;65;138;85;138;85;75;586.0;Grass;Fire;Spicy Spray;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
952;Scovillain;65;108;65;108;65;75;486.0;Grass;Fire;Chlorophyll;Insomnia;Moody;2 Atk;Neutral;Grass;N/A;75;Fire Stone;
953;Rellor;41;50;60;31;58;30;270.0;Bug;N/A;Compound Eyes;N/A;Shed Skin;1 Def;Neutral;Bug;N/A;190;N/A;
954;Rabsca;75;50;85;115;100;45;470.0;Bug;Psychic;Synchronize;N/A;Telepathy;2 SpA;Neutral;Bug;N/A;45;Level, Let's Go 1000 Steps;
955;Flittle;30;35;30;55;30;75;255.0;Psychic;N/A;Anticipation;Frisk;Speed Boost;1 Spd;Neutral;Flying;N/A;120;N/A;
956;Espathra;75;60;60;101;60;105;461.0;Psychic;N/A;Opportunist;Frisk;Speed Boost;2 Spd;Neutral;Flying;N/A;60;Level 35;
957;Tinkatink;50;45;45;35;64;58;297.0;Fairy;Steel;Mold Breaker;Own Tempo;Pickpocket;1 SpD;F (100%);Fairy;N/A;190;N/A;
958;Tinkatuff;65;55;55;45;82;78;380.0;Fairy;Steel;Mold Breaker;Own Tempo;Pickpocket;2 SpD;F (100%);Fairy;N/A;90;Level 24;
959;Tinkaton;85;75;77;70;105;94;506.0;Fairy;Steel;Mold Breaker;Own Tempo;Pickpocket;3 SpD;F (100%);Fairy;N/A;45;Level 38;
960;Wiglett;10;55;25;35;25;95;245.0;Water;N/A;Gooey;Rattled;Sand Veil;1 Spd;Neutral;Water 3;N/A;255;N/A;
961;Wugtrio;35;100;50;50;70;120;425.0;Water;N/A;Gooey;Rattled;Sand Veil;2 Spd;Neutral;Water 3;N/A;50;Level 26;
962;Bombirdier;70;103;85;60;85;82;485.0;Flying;Dark;Big Pecks;Keen Eye;Rocky Payload;2 Atk;Neutral;Flying;N/A;25;N;
963;Finizen;70;45;40;45;40;75;315.0;Water;N/A;Water Veil;N/A;N/A;1 Spd;Neutral;Field;Water 2;200;N/A;
964;Palafin;100;70;72;53;62;100;457.0;Water;N/A;Zero to Hero;N/A;N/A;2 HP;Neutral;Field;Water 2;45;Level 38, Multiplayer;
965;Varoom;45;70;63;30;45;47;300.0;Poison;Steel;Overcoat;N/A;Slow Start;1 Atk;Neutral;Mineral;N/A;190;N/A;
966;Revaroom;80;119;90;54;67;90;500.0;Poison;Steel;Overcoat;N/A;Filter;2 Atk;Neutral;Mineral;N/A;75;Level 40;
967;Cyclizar;70;95;65;85;65;121;501.0;Dragon;Normal;Shed Skin;N/A;Regenerator;2 Spd;Neutral;Field;N/A;190;N;
968;Orthworm;70;85;145;60;55;65;480.0;Steel;N/A;Earth Eater;N/A;Sand Veil;2 Def;Neutral;Field;N/A;25;N;
969;Glimmet;48;35;42;105;60;60;350.0;Poison;Rock;Toxic Debris;N/A;Corrosion;1 SpA;Neutral;Mineral;N/A;70;N/A;
970;Glimmora;83;55;90;130;81;86;525.0;Poison;Rock;Toxic Debris;N/A;Corrosion;2 SpA;Neutral;Mineral;N/A;25;Level 35;
970;Mega Glimmora;83;90;105;150;96;101;625.0;Poison;Rock;Adaptability;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
971;Greavard;50;61;60;30;55;34;290.0;Ghost;N/A;Pickup;N/A;Fluffy;1 Atk;Neutral;Field;N/A;120;N/A;
972;Houndstone;72;101;100;50;97;68;488.0;Ghost;N/A;Sand Rush;N/A;Fluffy;2 Atk;Neutral;Field;N/A;60;Level 30, Night;
973;Flamigo;82;115;74;75;64;90;500.0;Flying;Fighting;Scrappy;Tangled Feet;Costar;2 Atk;Neutral;Flying;N/A;100;N;
974;Cetoddle;108;68;45;30;40;43;334.0;Ice;N/A;Thick Fat;Snow Cloak;Sheer Force;1 HP;Neutral;Field;N/A;150;N/A;
975;Cetitan;170;113;65;45;55;73;521.0;Ice;N/A;Thick Fat;Slush Rush;Sheer Force;2 HP;Neutral;Field;N/A;50;Ice Stone;
976;Veluza;90;102;73;78;65;70;478.0;Water;Psychic;Mold Breaker;N/A;Sharpness;2 Atk;Neutral;Water 2;N/A;100;N;
977;Dondozo;150;100;115;65;65;35;530.0;Water;N/A;Unaware;Oblivious;Water Veil;3 HP;Neutral;Water 2;N/A;25;N;
977;Gimmighoul - Roaming;45;30;25;75;45;80;300.0;Ghost;N/A;Run Away;N/A;N/A;???;N/A;N/A;N/A;N/A;???;
978;Mega Tatsugiri;68;65;90;135;125;92;575.0;Dragon;Water;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
978;Tatsugiri;68;50;60;120;95;82;475.0;Dragon;Water;Commander;N/A;Storm Drain;2 SpA;Neutral;Water 2;N/A;100;N;
979;Annihilape;110;115;80;50;90;90;535.0;Fighting;Ghost;Vital Spirit;Inner Focus;Defiant;3 Atk;Neutral;Field;N/A;45;Use Rage Fist 20 times;
980;Clodsire;130;75;60;45;100;20;430.0;Poison;Ground;Poison Point;Water Absorb;Unaware;2 HP;Neutral;Water 1;Field;90;Level 20;
981;Farigaraf;120;90;70;110;70;60;520.0;Normal;Psychic;Cud Chew;Armor Tail;Sap Sipper;3 HP;Neutral;Field;N/A;45;Level, knows Twin Beam;
982;Dudunsparce;125;100;80;85;75;55;520.0;Normal;N/A;Serene Grace;Run Away;Rattled;2 HP;Neutral;Field;N/A;45;Level, knows Hyper Drill;
983;Kingambit;100;135;120;60;85;50;550.0;Dark;Steel;Defiant;Supreme Overlord;Pressure;3 Atk;Neutral;Human-Like;N/A;25;Level, Defeat 3 Bisharp packs;
984;Great Tusk;115;131;131;53;53;87;570.0;Ground;Fighting;Protosynthesis;N/A;N/A;3 Atk;N/A;-;N/A;30;N;
985;Scream Tail;115;65;99;65;115;111;570.0;Fairy;Psychic;Protosynthesis;N/A;N/A;3 HP;N/A;-;N/A;50;N;
986;Brute Bonnet;111;127;99;79;99;55;570.0;Grass;Dark;Protosynthesis;N/A;N/A;3 Atk;N/A;-;N/A;50;N;
987;Flutter Mane;55;55;55;135;135;135;570.0;Ghost;Fairy;Protosynthesis;N/A;N/A;1 SpA, 1 SpD, 1 Spd;N/A;-;N/A;30;N;
988;Slither Wing;85;135;79;85;105;81;570.0;Bug;Fighting;Protosynthesis;N/A;N/A;3 Atk;N/A;-;N/A;30;N;
989;Sandy Shocks;85;81;97;121;85;101;570.0;Electric;Ground;Protosynthesis;N/A;N/A;3 SpA;N/A;-;N/A;30;N;
990;Iron Treads;90;112;120;72;70;106;570.0;Ground;Steel;Quark Drive;N/A;N/A;3 Def;N/A;-;N/A;30;N;
991;Iron Bundle;56;80;114;124;60;136;570.0;Ice;Water;Quark Drive;N/A;N/A;3 Spd;N/A;-;N/A;50;N;
992;Iron Hands;154;140;108;50;68;50;570.0;Fighting;Electric;Quark Drive;N/A;N/A;3 Atk;N/A;-;N/A;50;N;
993;Iron Jugulis;94;80;86;122;80;108;570.0;Dark;Flying;Quark Drive;N/A;N/A;3 SpA;N/A;-;N/A;30;N;
994;Iron Moth;80;70;60;140;110;110;570.0;Fire;Poison;Quark Drive;N/A;N/A;3 SpA;N/A;-;N/A;30;N;
995;Iron Thorns;100;134;110;70;84;72;570.0;Rock;Electric;Quark Drive;N/A;N/A;3 Atk;N/A;-;N/A;30;N;
996;Frigibax;65;75;45;35;45;55;320.0;Dragon;Ice;Thermal Exchange;N/A;Ice Body;1 Atk;Neutral;Dragon;Mineral;45;N/A;
997;Arctibax;90;95;66;45;65;62;423.0;Dragon;Ice;Thermal Exchange;N/A;Ice Body;2 Atk;Neutral;Dragon;Mineral;25;Level 35;
998;Baxcalibur;115;145;92;75;86;87;600.0;Dragon;Ice;Thermal Exchange;N/A;Ice Body;3 Atk;Neutral;Dragon;Mineral;10;Level 54;
998;Mega Baxcalibur;115;175;117;105;101;87;700.0;Dragon;Ice;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
999;Gimmighoul (Chest);45;30;70;75;70;10;300.0;Ghost;N/A;Rattled;N/A;N/A;1 SpA;N/A;-;N/A;45;N/A;
1219;Gholdengo;87;60;95;133;91;84;550.0;Ghost;Steel;Good as Gold;N/A;N/A;2 SpA;N/A;-;N/A;45;;
1220;Wo-Chien;85;85;100;95;165;70;600.0;Dark;Grass;Tablets of Ruin;N/A;N/A;3 SpD;N/A;-;N/A;6;;
1221;Chien-Pao;80;120;80;90;65;135;570.0;Dark;Ice;Sword of Ruin;N/A;N/A;3 Spd;N/A;-;N/A;6;;
1222;Ting-Lu;155;110;125;55;80;45;570.0;Dark;Ground;Vessel of Ruin;N/A;N/A;3 Def;N/A;-;N/A;6;;
1223;Chi-Yu;55;80;80;135;120;100;570.0;Dark;Fire;Beads of Ruin;N/A;N/A;3 SpA;N/A;-;N/A;6;;
1224;Roaring Moon;105;139;71;55;101;119;590.0;Dragon;Dark;Protosynthesis;N/A;N/A;3 Atk;N/A;-;N/A;10;;
1225;Iron Valiant;74;130;90;120;60;116;590.0;Fighting;Fairy;Quark Drive;N/A;N/A;3 Atk;N/A;-;N/A;10;;
1226;Koraidon;100;135;115;85;100;135;670.0;Fighting;Dragon;Orichalcum Pulse;N/A;N/A;3 Atk;N/A;-;N/A;3;;
1227;Miraidon;100;85;100;135;115;135;670.0;Electric;Dragon;Hadron Engine;N/A;N/A;3 SpA;N/A;-;N/A;3;;
1228;Walking Wake;99;83;91;125;83;109;590.0;Water;Dragon;Protosynthesis;N/A;N/A;3 SpA;N/A;-;N/A;5;;
1229;Iron Leaves;90;130;88;70;108;104;590.0;Grass;Psychic;Quark Drive;N/A;N/A;3 Atk;N/A;-;N/A;5;;
1230;Dipplin;80;80;110;95;80;40;485.0;Grass;Dragon;Supersweet Syrup;Gluttony;Sticky Hold;2 Def;Neutral;Grass;Dragon;45;;
1231;Poltchageist;40;45;45;74;54;50;308.0;Grass;Ghost;Hospitality;N/A;Heatproof;1 SpA;N/A;Mineral;Amorphous;120;;
1232;Sinistcha;71;60;106;121;80;70;508.0;Grass;Ghost;Hospitality;N/A;Heatproof;2 SpA;N/A;Mineral;Amorphous;60;;
1233;Okidogi;88;128;115;58;86;80;555.0;Poison;Fighting;Toxic Chain;N/A;Guard Dog;3 Atk;M (100%);-;N/A;3;;
1234;Munkidori;88;75;66;130;90;106;555.0;Poison;Psychic;Toxic Chain;N/A;Frisk;3 SpA;M (100%);-;N/A;3;;Level, 999 Gimmighoul Coins
1235;Fezandipiti;88;91;82;70;125;99;555.0;Poison;Fairy;Toxic Chain;N/A;Technician;3 SpD;M (100%);-;N/A;3;;N
1236;Ogerpon (CM);80;120;84;60;96;110;550.0;Grass;Rock;Sturdy;N/A;Embody Aspect;3 Atk;F (100%);-;N/A;N/A;;N
1237;Ogerpon (HM);80;120;84;60;96;110;550.0;Grass;Fire;Mold Breaker;N/A;Embody Aspect;3 Atk;F (100%);-;N/A;N/A;;N
1238;Ogerpon (TM);80;120;84;60;96;110;550.0;Grass;N/A;Defiant;N/A;Embody Aspect;3 Atk;F (100%);-;N/A;5;;N
1239;Ogerpon (WM);80;120;84;60;96;110;550.0;Grass;Water;Water Absorb;N/A;Embody Aspect;3 Atk;F (100%);-;N/A;N/A;;N
386.1;Deoxys (A);50;180;20;180;20;150;600.0;Psychic;N/A;Pressure;N/A;N/A;2 Atk, 1 SpA;N/A;N/A;N/A;N/A;N;N
386.2;Deoxys (D);50;70;160;70;160;90;600.0;Psychic;N/A;Pressure;N/A;N/A;2 Def, 1 SpD;N/A;N/A;N/A;N/A;N;N
386.3;Deoxys (S);50;95;90;95;90;180;600.0;Psychic;N/A;Pressue;N/A;N/A;3 Spd;N/A;N/A;N/A;N/A;N;N
413.1;Wormadam (S);60;79;105;59;85;36;424.0;Bug;Ground;Anticipation;N/A;Overcoat;2 Def;F (100%);N/A;N/A;N/A;Lv. 20F Sand Cloak;N
413.2;Wormadam (T);60;69;95;69;95;36;424.0;Bug;Steel;Anticipation;N/A;Overcoat;1 Def, 1 SpD;F (100%);N/A;N/A;N/A;Lv. 20F Trash Cloak;N
479.1;Rotom (Heat);50;65;107;105;107;86;520.0;Electric;Fire;Levitate;N/A;N/A;1 SpA, 1 Spd;N/A;N/A;N/A;N/A;N;N/A
479.2;Rotom (Wash);50;65;107;105;107;86;520.0;Electric;Water;Levitate;N/A;N/A;1 SpA, 1 Spd;N/A;N/A;N/A;N/A;N;N/A
479.3;Rotom (Frost);50;65;107;105;107;86;520.0;Electric;Ice;Levitate;N/A;N/A;1 SpA, 1 Spd;N/A;N/A;N/A;N/A;N;Unremarkable or Master Piece Teacup
479.4;Rotom (Spin);50;65;107;105;107;86;520.0;Electric;Flying;Levitate;N/A;N/A;1 SpA, 1 Spd;N/A;N/A;N/A;N/A;N;N
479.5;Rotom (Cut);50;65;107;105;107;86;520.0;Electric;Grass;Levitate;N/A;N/A;1 SpA, 1 Spd;N/A;N/A;N/A;N/A;N;N
487.1;Origin Giratina;150;120;100;120;100;90;680.0;Ghost;Dragon;Levitate;N/A;N/A;3 HP;N/A;N/A;N/A;N/A;N;N
492.1;Shaymin (S);100;103;75;120;75;127;600.0;Grass;Flying;Serene Grace;N/A;N/A;3 Spd;N/A;N/A;N/A;N/A;N;-
555.1;Darmanitan (Z);105;30;105;140;105;55;540.0;Fire;Psychic;-;N/A;Zen Mode;2 SpA;Neutral;N/A;N/A;N/A;N;-
555.1;Darmanitan-Galarian (Z);105;160;55;30;55;135;540.0;Ice;Fire;N/A;N/A;Zen Mode;2 SpA;Neutral;N/A;N/A;N/A;Ice Stone;N
648.1;Meloetta (P);100;128;90;77;77;128;600.0;Normal;Fighting;Serene Grace;N/A;N/A;1 Atk, 1 Def, 1 Spd;N/A;N/A;N/A;N/A;N;-
